age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income,ext_0,ext_1,ext_2,ext_3,ext_4,ext_5,ext_6,ext_7,ext_8,ext_9,ext_10,ext_11,ext_12,ext_13,ext_14,ext_15,ext_16,ext_17,ext_18,ext_19,ext_20,ext_21,ext_22,ext_23,ext_24,ext_25,ext_26,ext_27,ext_28,ext_29,ext_30,ext_31,ext_32,ext_33,ext_34,ext_35,ext_36,ext_37,ext_38,ext_39,ext_40,ext_41,ext_42,ext_43,ext_44,ext_45,ext_46,ext_47,ext_48,ext_49,ext_50,ext_51,ext_52,ext_53,ext_54,ext_55,ext_56,ext_57,ext_58,ext_59,ext_60,ext_61,ext_62,ext_63,ext_64,ext_65,ext_66,ext_67,ext_68,ext_69,ext_70,ext_71,ext_72,ext_73,ext_74,ext_75,ext_76,ext_77,ext_78,ext_79,ext_80,ext_81,ext_82,ext_83,ext_84
80,BKC1W,9,PBA4N,14,MZLVT,YNQH3,5OO69,5C9AB,2HKM7,3,92,68,3G0XP,<=50K,9VBZ1,RRAU0,KNOS6,2YKJW,CW92E,6EEQH,ENKC9,AVBDT,IOXPR,LNI7N,3LQ5J,9Z4S9,MFQU2,7PL4D,A9GQ0,OO435,SI01F,H5R6G,YOMZC,VI029,5M0KV,NF0FD,UWS5N,9AZBE,R39MW,YKEU3,XRYM9,IMQF3,7697A,V7A2L,ZR49W,9234B,OXNS6,2QLIE,Y1XFM,5RTY6,IOH44,3EK3L,9UMST,JFYE8,MH3XQ,SZT4A,RTOGY,ACI17,U3C6U,3ND2W,URD4M,BYQQ4,ODSRG,CP4M5,68AUL,PUI06,S5ZX4,0LC6A,OOIC9,ZDMII,9X5SG,ANFMX,ARPTH,IDM0R,FT6WF,OLUV0,TG1ZS,K936A,5D5LX,WMGCC,FS9V7,1I175,JVF2L,4U5OQ,SHC8R,ON3X1,4FTIG,BQ1NS,WVGPW,C2Z18,3TI7K,EYHCS,AQ03X,N1TFG,7ZFLL,EAKYI,4QTRA,3JQ3Q,L5WMB
70,0TATR,59,JD3GT,98,D3RU9,E4YLS,JS9V9,1OUGC,6UZQN,95,69,91,1CG7S,<=50K,T96PL,1PGW8,8RK7F,H24SS,7HI8G,668II,TZNSW,SE709,CR0YW,TY2WY,94VAY,62GNW,GN2P1,ER67J,79VS8,S58OY,C6NPF,4SY0A,WHO3S,IPJIX,OQ5FR,3II7P,RKXLQ,BXDHF,1BUBM,9QQH4,8OY0N,BRPTN,9WDRO,RSA9G,F14WO,RDJGM,F65PT,275IM,GVL7R,D4ZPR,BN1TY,V9YPF,WSV32,WMG6L,R2NG3,YG4ML,ZLQMY,FH8BK,TIH5K,2IRBS,B2RZL,B845W,VECT5,O5FSH,FDTI6,87XCR,VGWDZ,U5Y2H,Z1MWS,WMO5A,EP926,TYRM8,CS3KK,CCAMU,2QPF3,2D2M8,6O0H7,1BWFK,4GMTS,1FLHI,T6G8E,T77AN,MWOYS,PU0RN,CCZID,6HB0R,JHFLB,U7U7T,FIXR4,TZ2H2,FC34R,6JY8W,PW17Z,P4S2V,0D997,Q0QWP,R5IKS,3JQ3Q,WXP15
6,XJJX6,37,7QXE7,87,MGHSP,RVGOT,0TWUD,WQ0IM,KC96Y,79,41,94,K6GFU,>50K,5129I,UOOQR,M7OC6,NL4GA,H0EOW,ZBRD8,DR0FS,OKATF,GX2RM,LVAR9,KUAV6,DM15J,KS6TQ,2JGXB,Q6NXY,H5C41,XRZ48,FF1ZJ,B514I,QZG81,SN3WA,J2NYD,PJ7M9,PRL1I,6GTKN,QWPUM,3TK83,GO76B,HT9H6,MNF1E,OC448,5VW5F,20W7S,0GO5U,S5OEO,DULZH,H3ZIJ,916NC,U08UC,283JX,LFPG7,W3CLQ,OBPSN,VICZH,RRM62,2LZ6V,EOTDF,MPQRF,L8RFN,XNLAM,ZUJJG,FF1VV,B80XO,5MPIT,8T432,UWMIH,FXCBY,DFPWQ,W48O1,PBUC2,2AAB5,P33BL,HGIJ2,83QFY,OP23S,OM1MK,UFIQA,19O7F,7SMLW,U5I1C,CAG1Q,RWD2O,R9TUZ,Y4TUU,HGCYA,14010,2G0PQ,53PZE,MRA1F,7E70U,RLHW6,JWT0U,WT428,3HYXT,MUCSP
63,I55VS,97,S8NRB,88,G2OTQ,UECUC,4HTFZ,OAIY6,GL7IV,9,49,62,96XKU,<=50K,W7Y1Y,84DUZ,28QO2,EQYO1,7CBJ3,5MWST,L0FBR,4K6GI,JZQD9,NQ1R9,JZQ5M,HU9SQ,V48DX,H1Y4G,AY2CA,X3PR8,PFBWT,TOHXZ,IHIXS,YNLB7,4TZ0V,4ZT6P,5ESVH,8CBKW,MQW1G,QBUFB,6SQXG,3Y2WB,1HS23,PC2QU,2OY8Z,859OV,FA4A5,1XVRS,35HTP,Z262C,ZQX4Z,FUTJK,B78GC,YBUX7,R10FQ,I6UBP,K268M,OM0SL,K4ZU3,2IRBS,MU3Y7,X1E7R,7N2V5,9WO4U,E4Z4B,VLY07,FVPWF,YIKY7,ALVY8,4WT7P,7XO5B,OSK9I,GM5F5,L8N2C,RODAF,O3VH4,6D30M,0J118,Z1CON,DZCLY,K19AL,96P94,PTVR2,PAOO3,LQST3,9X1NW,WXP2M,B5U97,ZL40L,IQYBI,2ZUIB,CZPLF,KX110,LECND,31Z7T,1UI76,H4T88,E9MQ7,JY9AA
84,QQ8SJ,51,W1CS6,91,XESLF,6QJ6G,VK4CE,HZGD8,OD999,23,77,96,JJ1CU,<=50K,6XTC1,MHG1J,8RK7F,2SNPO,JEUS2,9AFHT,TUM3L,GPI10,SEETS,QZ5CI,28HRZ,VMBDL,KQUW3,0ROU4,MLO8Z,FFH6J,7MSFU,PVHLR,9WPRF,ISSMA,0HVS0,T430B,RXKRA,JTH64,E1B5A,T5BO1,R09SF,8D6BM,DRD3V,YAWZA,TBOEF,SOONR,UURZS,58O44,WQU5X,RIZDL,O6EX5,65RD2,LYRFY,IV4M3,OV6LG,Y05D5,6JN9S,0I3MK,6HOFN,API4P,KNJJJ,OSA6P,BZ1AP,PH595,DX9M2,P2DAI,CPD1R,6QDB4,SCJKV,810FW,F491W,UWBSP,2A523,MYPH6,VJI60,QMJQY,Y64MP,HS1P6,1L7CC,017MA,7TKJ1,BMTEO,AB0X8,9OMD4,Q9AV2,SUQV5,OT9OZ,GGRRB,4699K,URBDD,Z200H,O93Q2,P8BTO,BYX1C,LTKF0,GDOMS,LPRDB,L4FIG,MOVEU
32,81EEG,13,3F55Y,39,SDQX4,ZXIXN,ITUE7,4G1VC,0IA6L,30,51,3,T6PJJ,>50K,XKO5H,ANY9D,DPK4H,XKOYJ,5CHQY,BMY6M,L2BAG,P13JK,6FHB0,1PGTS,QIY6F,HU9SQ,70Q8K,I7KXN,1L80Z,GEYSK,TUFI0,O92M2,IYFSQ,OATJB,QMHI2,X8ISH,9MB14,SDAY8,TY8H9,Z3GP7,OVCIR,GZ5C8,ZE2C3,ZVIXZ,B4ZRQ,6DOXG,XS3X5,HZ8FU,K8AUN,7M9ET,9S6O8,5ITYX,HPP0Q,LGIZF,O4ILP,544CN,5M92P,6IDMT,FUFVL,4X972,KNJJJ,49N0I,DEHOA,GTM70,DL341,01NZX,1EZFA,QAPOQ,CPA4V,K6ADT,JTS70,99QPB,IUIWI,J6RAO,AK6IC,JCAW4,AZYW8,8ORYY,C29R0,WDPGW,OUUKR,PSICE,RXUQC,9OMD4,GHKKY,XGUNG,AAAJ0,BLEJH,IHQ34,8JKHT,6QL1W,VVQZ6,BCAGS,6RS6A,X0TTT,7LKBM,PWYAW,DBB0L,HCYY0
57,JJP73,97,IM5NF,67,2I6I1,GFWG9,EQPEV,HBPC4,NX3BT,36,84,97,CPOUW,>50K,DTBYT,AEBXY,WETZT,Q8HPC,JSFHL,XKZ7A,1IVIP,ZP2E7,PRCZI,92OHR,41SWD,BKZNZ,9WRDV,NGUCC,TRXLB,NA3TZ,XXBTC,YNWPP,N9XHU,OZUUB,0HVC9,5A9AA,8IGQE,2Q57R,SBT2S,8M9DM,E6B83,J027H,2P07M,UTDZJ,1L048,9FRI2,UZTL7,XUS0D,D3ZU0,3P52L,6TBOI,KKGMO,6EA6T,8ECKF,SW805,1J4RD,Q5BQA,BDJIR,9JTK9,TLE1H,JQK8M,3UL6V,LR5C3,ZMHF6,E9K9U,H3IY2,EW8IV,YPA8M,X5HHM,Y9BMT,0B2BW,PO4FH,4Q3ZT,GMRPP,30WOG,MYCN0,NQ53J,T8F2B,DR2VE,D11PM,6KNE5,61VF0,GW3M7,71U4X,QM535,BXH21,OB5UV,OO3X1,THA1C,PZ5AB,5MWNU,OG8GM,SKTX0,HHHAQ,GEKU6,M50A6,K4OJ6,A1P4P,9KGEJ
94,AH3ZO,82,4T3JV,64,EZ09W,YK5GO,SX2JM,ZQ7CI,6ID2X,43,93,59,2XPJY,>50K,GEPXF,ZOARR,RWS3Q,YI5S7,OLVHN,NNWJA,X9E62,ZB9EI,HYYOF,V91UD,KUAV6,KVHEO,LE2XJ,GJQ2K,WXRJ8,P1316,VS4FO,Z69RC,33AR0,LPLMN,SG5VS,4U7IM,RKXLQ,TL23I,ZWDTT,WN4U2,8S21W,156LL,HDEKB,QLV8B,CTZ2Q,WF47C,TPBA0,N9GYO,2LU7E,AQIJR,7KWAV,O5F8F,MZ2TX,MVWXS,D2SRR,KNJQJ,YE9T3,8ZMP0,Q6ASX,CXGQP,E2743,UZV1Z,LUI6Y,NJULE,CUI5D,YJ73L,851SE,UAH96,OB6FJ,NRPSL,B7G25,4IJRK,FJQVQ,0UBVF,MUQ56,J1RW4,AUZ79,OMVP4,O3SF4,ISMI4,UGIWX,TMEY4,99FY8,X7BYH,Z9QZS,PHA7Q,OQ22N,CARPZ,L9KGU,48489,ELY7P,CSP39,UPO6J,PP1RB,CFHQ5,ZKQR6,INQXL,5NJKU,TWBZ6
19,IGGSG,90,3F55Y,6,IYBYW,TPVC8,TL0LL,EIC3G,45E8W,11,8,28,WBPUN,>50K,1RUYD,CQ2NA,K2HGP,LXUD7,7CBJ3,29K4F,NRU2P,UTM6B,EIR6W,MMXS0,KJW4M,8B9LG,NWJC6,UNW5A,YUY2R,OD0WW,CWAVL,ZVZIO,8WJI1,NDG3O,XYER2,V41JG,NNEFJ,V42HU,5YXOO,49E2D,GKAM2,NM81P,VB3UA,Z64KK,YDJPX,1VI0Q,95BM3,X8WQE,5V5SM,WLBNF,2CN3D,FE1T5,JGW4O,YH336,IXQHR,1Z2AS,FVJWA,Z3IE5,3B0A0,HYW73,Z3MVS,JWLCB,64D0O,P9PMB,R9YK8,EGVUS,EOOZ0,28DIW,141O4,VLQZK,84NBE,Q6KVJ,HO1EZ,ADI4Y,J6AIP,FQEHK,DY1GK,COYA9,2141C,D11PM,G4PGX,Q29IH,01XS1,V36EB,50LWK,UAEQM,42MTB,KFRHH,Z89Z2,P93ZW,N1RZJ,1OYXB,FO7ZB,XJ3SC,I29Q0,FPZZ8,0W9OA,D2IIW,GZK6C
84,9LXRA,66,S8NRB,29,MLWXP,GAURG,6HEU4,W4VZ7,UVNKI,6,89,76,2UJKK,<=50K,MW7JF,OVKVN,C7JF1,5SO37,PDQ7L,1BEWO,OZW0C,PZ2CW,H0YRR,77JLM,239KL,B49AN,JWH7U,PIGNU,F9ULA,02KJM,VPFCU,X2DDE,KAVX8,I88HB,RUHFY,M2QUQ,SLEN7,O4XVO,6FKBB,7IJ7Z,LUHV5,DLMLH,JNZEJ,NP9RM,Y36SI,Q4R6N,IXGJG,9462R,PBPH6,WSCUE,DJ17X,I0A3D,4JNTQ,N7WNB,1ZPX5,YCQ7G,45UON,1H8JZ,D1UZ6,6OSG0,9LFQ8,XA2GA,J0JLF,9PB48,FDTI6,976WS,3H29T,WAIPD,O1VK2,5WYMY,2HGQL,R3XER,RPNJE,2H92M,WITN5,OQFOC,3F7LZ,L6F3V,7410V,R439M,3C0CP,APQ6Y,ITRFX,TKQ44,KNQHW,SUQV5,ORPY9,YC0J1,DF1QH,BQL1X,FF085,TK7JF,0V29O,33VGU,M6OZK,21MI1,JWDQZ,AXG70,TDE5M
47,CFC5J,35,WI2Q7,29,EAK9N,ZHWL5,F90NR,UPT21,MQ6VK,17,45,40,0D7Y0,>50K,ERN98,ANY9D,ROUF0,U17PH,NUAZ9,PKES0,1N496,4K6GI,XQEWS,XNHIH,8XEZT,63DJJ,2FS3H,CQFZT,5UDQO,2INIP,FQNZN,JE4QG,IYFSQ,J3OEI,RV48L,C18J9,SSKU7,A61RR,IQO7L,FJBUL,O335G,156LL,MQDCR,NHGYP,OPKBB,RMVTB,L7FJR,JMI6B,TK5FE,7TBKR,URLBO,Z415V,ENLR2,YH336,I00B1,2KWE2,IDS1M,BHAHO,PC7CH,9Q4GO,61YWZ,5AX2X,9VX58,2COQR,HKQDW,K7CX4,12I58,I2XTL,R4NSG,C9FAD,9IAL6,JPWME,O7XBM,3YAD3,K71OQ,BTQ43,Z40Y8,E58CX,UV5M0,F0V8V,DZMKZ,GP647,PN9IH,W72UZ,X4AVX,HFOT1,84X8B,SL0I8,Y7GTD,0QQGC,NNVV4,DAL6N,WL2BJ,00BBN,EN1PW,ERM71,LWGG1,DJA8M,YNXWV
97,XJJX6,8,3HRP5,20,5LAU4,1SWU2,SNUP7,8B3WF,G0YE8,32,78,59,H7O79,<=50K,PVZBI,UW64T,BSK6W,6GR8W,34YZE,MDX2M,F00AT,MSCHT,AFBEE,XPON0,RGUE4,G7PLU,BHLTS,S1IN7,RHLDO,4DHC8,JPHPV,SKEOP,ZS441,KCY9V,GWWZB,RT1F6,GIX3O,LGD2P,W6LDI,OHFG6,OGESP,HM8OO,YNY3E,CMMQK,8Y2V7,SOONR,LFL8C,XST3X,HV0F1,TVY99,PE2G8,9OQSK,MWZTH,3J7GT,V14N0,TEYZ5,0O9KL,8ACO8,NDPM9,SKJAT,KNJJJ,P1QCJ,F3PXE,CDHPV,F3OMA,P94CE,QHDVJ,PE5X1,PQ6YR,4R9JO,A4WD2,00EPW,BGJQ1,BOFT4,2AAB5,T792I,OFWVH,19AKI,94GNB,LGYGQ,K19AL,RJUG2,AB0X8,KIYE4,JSZ2M,W1CP5,W7SPP,K209Y,2Y83I,U5QXK,ZXSCX,AAB1V,9CB42,6SXIO,1WEJ5,755MP,O6WAT,YMFUN,VU2DK
58,U1XG0,83,B9YVY,71,Q42DK,NYG0J,LSIDN,X95JC,CWXAW,78,98,54,RZ5W1,>50K,ZBVR1,6LT4A,BXP36,PD9EK,TWEJP,Z7OYU,CW9FS,K5O0F,WMZBD,6K1X8,CBBU2,C597C,ND5LV,4FBRP,2QK98,A2JDB,33XJ1,2KX17,O4ZIJ,A4PLD,4K252,0G78P,JEHYZ,NWI8J,V2JYO,RJQGC,B4D2O,HWCXA,3LLF7,FIBH3,F14WO,BBVZ6,20W7S,EX9TT,WUOJE,250JU,2JX0I,RWR3K,2IX5Y,10NJK,QZAFS,JYN45,GD5RN,1QHOS,WQ5PL,LVJ31,KIH3Q,H8LFW,BXYMA,6JAX0,MSQOD,A96VQ,44NH4,B7BM9,5L6U5,IC0G0,QZ3YO,TSY2H,K51Q9,EIHSK,75PRY,AHMHY,QG5WJ,O2PWO,DR2VE,8YO4O,LLOGN,KY27M,EFTQZ,EB4TK,DBX8T,DHCBD,OR3XY,24VA6,JR7Q5,W36A1,4MPUX,ADSOB,NIQMK,ZC6LA,B6QRS,X1FF0,5YOGP,UX2QB,D9NYG
50,Z88RM,96,IOLRY,15,BTUVN,N166E,DJOMX,L9074,CVXO8,6,65,49,84PET,<=50K,OH44O,SC2BD,WETZT,QALKF,U5ONA,AGPX4,5Z6J1,KCQC0,3VYYU,VACJY,317KJ,W1BHZ,BHLTS,37GPE,R950X,P1316,C6NPF,7MLXG,3R8GJ,AYGOY,J3A73,CEPNS,TSW4Y,6Z8L5,Z0U8D,LHAEL,SOSY9,F8L57,OHRL2,4LRSL,R0XAD,HBUKH,6WSSS,AE2YY,835W9,3GTUS,J5IU2,EKVG2,1BMNM,TG8CA,28IFL,J41MZ,GAF2U,Z7NU4,JA979,6OSG0,YH68Q,6M0T7,06L5M,Z9G9Q,N4VVV,3ROC3,3PAW0,H77KB,3R5Z5,DN2BG,S0PWP,SEY9U,KZFSU,NYTRN,NR2TI,JCAW4,SYZWC,YAOBK,TEM3G,EO24I,JMM22,E895Z,PD47J,XW2RD,8VG5L,INWLA,ZYWFN,BSWYB,X1VB2,JCRAK,TYX8R,L16U6,JDZUX,QRQ15,S77MG,VF73O,KJSPS,7JT34,IWCFD
44,22HXV,23,8WFMW,89,RB4YK,LICIX,DJOMX,YNCWE,GL7IV,11,19,67,4RRTZ,<=50K,87F5D,70GOZ,XMK0I,5RZK6,E6NP3,21FID,0ERS4,LL27Z,SCGB2,VSUDX,ZJK4I,BKZNZ,NURLS,POMSG,D13W2,DIAHH,NQ842,I303I,9WS3K,VDE9G,2LXTF,PZVGB,RFV0G,O5QL3,A9CH3,9R0AV,60JYX,PFBMC,GPHDE,0EY78,4NXG6,9234B,F3201,T2QU4,MF31I,UXARG,T21CK,AK3SG,E183U,TPKQM,B24LY,FS94R,DX0YN,C0H1D,Q2CIG,XU1XS,S6OMV,PNDA1,BDJ36,52TYX,RHE3Q,J64F9,FJ51Y,YIKY7,CN7ZT,WMO5A,CMBV9,YBHDU,U67J0,3S3YR,KKFXO,KML8S,I7BCO,86D9M,61142,UZYN3,6KNE5,DR6UY,WID8C,8BMJX,VOH3I,0H0BU,R9TUZ,LWRUM,DB9W6,56WTE,4NG5K,8O1C6,LUNIJ,LBVQ4,SL0BF,6QC6W,IZWH6,2AVS0,BT71N
38,QNKKK,18,EMNAL,23,J6CCY,N166E,78412,O7LN8,54MHF,74,38,60,RA7ZX,>50K,OBV2U,2SZMW,4LBPC,IQEIL,GGZ4E,ZN57Z,J8A6E,DHQBD,5RLSJ,KPSL9,0YLHZ,KCB2J,YW1PJ,NJNGI,64AXL,3X7V2,TCHCP,FFN39,BP7TK,0FM44,J71Y3,NF0FD,UC4RE,LAALV,MQW1G,T8AWE,3QLZF,2UTZU,ES1PK,9EACI,BQGKS,PBF0N,F65PT,8E1SA,EZA90,ADLDE,MMQD6,WW7XI,5NKEW,Z5PO3,APW90,J41MZ,W03NO,Q4VO3,5T37M,9XLBY,BB7GG,WDK59,2LTRR,9NJ42,0RVZD,PUI06,PUO0K,P4ASJ,S7NJ1,JJIB1,A6EIW,FKHN3,EN76D,9LI9W,TW2P5,ES87X,JQS8J,T45WV,5JRB0,C2QXN,EENJM,DNZKK,N20EY,4U5OQ,7EZSI,NSOAX,8TQ4G,SN4E1,XDNGU,GEXIV,I4KIX,E1GET,BKWS0,AV8HN,RBNYN,7H1MC,ZDQL8,LZZV6,LBFKQ
8,Q6G6I,92,PPETT,42,RS5XD,DFS69,CSQSK,ZO64F,K2X5F,41,47,59,95SDI,>50K,EKQ99,AEBXY,X8WOK,ZBS6R,IJKUN,1BEWO,9E677,1JP7M,DKPCT,IBHJK,XYTAA,80QY6,ZZOLV,BD23A,1IQ1T,6UA6I,TCHCP,WDCTF,Z0UNO,6DAWM,XTJCG,365AO,039KK,C1GM6,UNVL4,T5BO1,VQPQI,SXW61,KW9EN,5KTAG,RD85M,L7BCW,0KVIK,POMG3,PBPH6,C7NIK,8GBMG,8PEC0,EHVNO,99OSN,3GIZR,SZT4A,02IW7,7ZH6N,P8QTZ,JTRLD,2BUYF,TH1PS,PIX07,2BIRU,WZUUM,R466G,BH7AJ,KYHJ7,19YWF,XP9UD,FUFDM,NUJD4,QSD03,4ERIK,D18PJ,MEQWD,HEZ79,YAOBK,9TAOV,0X7BE,T26YA,LPZX7,F7CA8,OY0B5,0RJ0V,324VD,E174R,I3GP2,88VB7,JGU47,EVTTP,U2PXL,36M05,00BBN,LZRY6,Z7PMH,MIX0Z,WTSB2,KEZSD
27,6HQX8,2,S8NRB,0,SVH6V,64M9X,L4S32,CE588,JT173,49,28,94,6YPVH,<=50K,MJNSF,VZXFU,IRT0B,W0ZLR,IB26D,7KJ79,FM07W,YHP6D,89W41,H4HME,I9XOW,BV8EX,OBMPB,ZUQQI,1PDFG,RMWMF,MP123,ZN4P2,IHIXS,356MI,OXFGC,0FMJ0,F78TN,PGIQT,UXK5E,WT3NW,SB6FV,3VQAE,D8ALQ,4WE32,HMP08,RMVTB,5YHJB,K417L,6CB0Z,A4U2J,RMSE1,ORE2C,9DPE2,J1NIF,2MZSW,LZSF9,3IOP4,S6UMS,K4ZU3,KGUQL,QC1CW,Z8QWG,YCGHQ,NJULE,A7IHR,WP43E,FQU5X,6QDB4,7P567,I7N63,GAXGC,ODK7R,D1XEP,APRBH,K71OQ,DJ8L9,S1OKY,XYPT1,UQTTR,BVJ7K,PAN13,0VGJX,NJHNM,OC4JD,8GOFQ,51A6O,FJSMB,9ESOU,8NRA6,HINHJ,Q30TG,RHOLM,JE14T,C66TI,XEUYQ,WYHXL,W0E17,D2GPP,FBY8P
68,C3T2V,74,DW42P,63,OLW46,0S0I5,GF2Y4,KWIVD,1OZYB,99,34,68,T7ORZ,>50K,HAPN6,Y8MPM,IH229,2YKJW,832SV,AGPX4,KWHLW,Y4YGL,I50S2,SH7YF,X4OHV,KVHEO,KMSRD,DB4I4,UWUU9,CHG64,8JQBP,B1DY4,EMGLN,J06UW,6AJK8,6NIQ3,KXDXI,EJB87,CKJFG,TVGIR,AW9RE,XYOTM,XVDV9,PRFXU,TTGUN,1IAW8,0N5D9,PQB72,T5LPR,02DJB,LAJZS,B47I6,SJC47,A7DNN,2U34K,1V818,U5582,P1M8J,GEHDK,9Q4GO,OQQII,ZE00Z,GBYS6,VS9SL,HKQDW,RKI9A,9UH5E,0SUGQ,X5HHM,55OY0,6W9J7,5AEZG,QUUKL,LBO1Z,JZ9KR,PHVPB,SHY8C,W9JH4,BU28M,A2Q56,XBDD5,793K1,DARLG,OFR4K,RT89K,7X1ZT,LPBTP,HR6SH,QO5OY,JMEVE,N1RZJ,NNSGA,XMVSD,H65G3,4VP2U,D8JBE,KJSPS,BG4RD,KB07D
68,9B2J5,31,F3549,12,KM451,WLAXO,375KQ,R9TZY,9B2MD,27,32,8,4XQZ9,<=50K,0GOLM,E7Z8W,NULOH,7IZDP,OBRH9,RT4HJ,RU5V4,TJW7U,JZQD9,17MBC,IY289,5R3IF,T2OCI,O6BML,XESFA,IO88E,UHEIF,5HUB6,LUF6R,YNLB7,JIJHY,3WF4X,QGFC2,TBB9B,CKJFG,AGZEQ,GCFZO,6PF38,W2381,FJAJB,W29Y7,43E0X,HY6NF,6QH4Q,8543Q,TUO6G,4OZE6,YE247,5DSZT,2XAT8,TN0SV,V5Q7W,K3R3M,3BXW0,JQX7F,4PSFS,7KVIA,JB63H,Y7NNM,1GJ4Z,0JBVN,MBA0Q,3SF32,9GCDK,5L6U5,AX4D3,9IAL6,UWBSP,5MFZS,IPO8T,YODBK,EAQ4N,R0CQB,UX14G,VT6YL,CUHTH,MEL67,BZZA2,REH6Q,INDLS,M49FR,BXH21,PFQQL,B9N2Y,Z2LG9,TP9WP,PN6TO,ICDC8,Q4UOP,4QCNB,8T692,U42CA,UOOVS,WTSB2,J939H
10,Z421W,20,PBA4N,21,XESLF,ZZ6M7,B8RQ0,WQ0IM,30LK7,3,93,75,4VPTD,<=50K,X97OG,E8017,OE34Z,TWJCU,V8R2M,1TQKK,VXZCL,G7I70,EIR6W,17MBC,Z2OO0,JNVYO,W1VQ8,GRVAW,ZIL5F,OO435,PF4TM,I52DD,SCVKN,J06UW,4K252,HSEJP,KV5PT,41HHR,QSV04,4ROOB,OGFKV,3WV80,D8N9J,L79RI,4QH1M,RTQCM,PSSVN,FYHP9,1LMPI,CK1RH,TIMQM,7I0FE,CM9IC,PW0T0,0WQ7M,3M20K,LVYCL,QZ02E,D1UZ6,YTRD6,HPA0D,GL7HG,0V63G,N4H46,H8G97,SDBQ3,XYL8J,9X647,7FCWH,C1ZCO,9K9P1,65G0M,D1XEP,9NFSD,8UR97,77T5B,LRKTQ,O1E3J,1FDYR,OJ2BT,6AAIN,SPBMZ,S2RDR,42YKF,V4DTS,JCV4Q,2QCV5,VCT4J,S07DZ,JCRAK,TSNGE,QKLIN,VYSTI,ZVENC,YTXHD,4RYYE,XYTLV,VMZP6,TACG8
6,GF5K4,46,3YA45,47,FWO6C,DBCMO,60NCV,9ZQL2,VMOZ9,97,17,14,4VPTD,<=50K,HDJE6,9RDWO,ST1VI,AS9O9,V8R2M,2MVD2,N3A3X,7C72J,JIHVU,DIONO,GWQGS,9A70C,VH8OG,NB7NG,PTKWM,P5JX1,EG45N,WA8MX,N8J8U,ZPOGT,6AJK8,BBD02,OBHKX,23DZD,85YWR,09ZHS,TDM9T,080OB,YANQE,XA2A9,ML007,45SP7,QNTLG,2PYYW,IPR64,UJ63B,5LUHR,XIELK,HPP0Q,WHFEX,KM0GO,QDU8Y,6IKKG,W9MN3,BTTNH,YHK64,8H8GH,UMLAU,L8RFN,4OYCH,09XCK,RKI9A,KSHE2,8L4ER,UQD6M,9U314,D6X3M,U8JH3,27NAY,1P9R1,HMERG,BTQ43,AUZ79,OZ6XW,O17YR,O002R,85QMT,MP487,WID8C,K6XJ8,AQE0Y,P1S12,DD8ZO,QQ6WJ,COZT6,TV6AL,U22YE,LIHV6,BCAGS,P6JE6,O6UUP,N4F4P,GJWA6,F20HC,G66K3
55,8OP8M,49,N7N9A,44,AAN2U,1E5VP,PI7FN,PMYEK,NX3BT,43,70,92,WJLKN,<=50K,NUK0P,FF9Y9,M13XO,6VEIH,8GCX7,LRLKZ,CFZZA,QH34U,LJATG,BC0OI,UU4VZ,VQU2W,LY12W,GRVAW,SP29C,M1853,33XJ1,3LXUT,9YQ1E,44JYQ,YJ5I6,PHQJ8,BKBHG,ZHR8B,N3498,UKQ7U,5X0J5,QBH0Q,U9OK4,MFYJN,FV2CT,EOIGY,V3YVG,KHK8A,8S4P3,2CZJK,L6ZH9,7C5GC,24B4N,1VVJ4,GTXYI,E9K6V,L2DN5,RVXEP,SNW5P,PTRSQ,QC1CW,S91RV,ZA4HS,03OCX,IB9UW,GZPH1,OY3QL,Y783A,2CMX2,LXM84,GBOZ7,ANFMX,J8TT0,94Y2O,7TJEC,LP8P2,Z6TUM,YQ8WX,J7IVR,UH885,8W2U4,96P94,WA74O,1U290,36858,0R8R2,I5XPK,M7R3H,Z4B96,JIIIE,S4TA5,YJP7C,HD0QB,145VN,397EO,U7QTY,T9XTX,NJX65,ACQUJ
100,FGVM0,50,LZ34O,4,PUFTH,OEHYE,BX59Q,KP5A2,9YO3D,57,10,93,2W378,<=50K,ZLZLP,FM4AG,RDRGD,EXJA4,97XJ0,1WW6G,JTM8P,BOFV8,CNUTM,KNBBC,P14WN,VBNGU,VMTDT,2RFDA,RHLDO,E4IVD,OK8OJ,JE4QG,FIIYP,1XM6B,KITU7,FD2WI,9MB14,PRL1I,36E58,CHXIF,WRV29,7DUZS,2OW05,MMJJ9,ZOT5I,HBUKH,8IKF6,5IHBQ,MS61U,5F9W0,EBY42,VDMUK,1AZL3,LQ34E,H3OFI,CITGZ,R77JO,Z3IE5,3B0A0,LKUNE,J1ZMX,R8NOY,H3FPE,33DV0,PYX99,MIF9I,FVPWF,G7PSF,3231K,K6ADT,0B2BW,ZW3ER,RPNJE,EIHSK,2AAB5,PCHDC,K10V8,ATNI5,I7FBN,TI32G,5ZJ6A,YT0VS,0RGA9,XGHBR,XX017,DSWNQ,DD8ZO,94Y6S,WT65Q,URBDD,25E6L,QK2GH,YW81A,P7P9E,G0WF3,EAKYI,KW4L6,KZDYH,8I95U
